College Name,University Name,District,Students,Students Male,Students Female,Teachers,Placement Percentage,Scholarships,Pass Percentage,Attendance Percentage,Infrastructure Score,AI Risk Score,Budget Lakhs,NAAC Grade,Academic Year
"Terna Engineering College, Wadala 42",Shivaji University,Solapur,1061,608,453,64,45,121,78,70,67,33,427,A+,2022
"Terna Engineering College, Wadala 42",Shivaji University,Solapur,1030,532,498,70,46,138,80,66,67,31,445,A+,2023
"Terna Engineering College, Wadala 42",Shivaji University,Solapur,1165,623,542,63,54,129,85,66,68,32,461,A+,2024
"Terna Engineering College, Wadala 42",Shivaji University,Solapur,1214,719,495,71,55,139,84,69,66,30,486,A+,2025
"Fr. Conceicao Rodrigues College of Engineering, Nagpur",North Maharashtra University,Dhule,5076,3255,1821,277,86,675,68,92,63,77,1254,A+,2022
"Fr. Conceicao Rodrigues College of Engineering, Nagpur",North Maharashtra University,Dhule,5242,3236,2006,313,91,772,66,92,64,78,1391,A+,2023
"Fr. Conceicao Rodrigues College of Engineering, Nagpur",North Maharashtra University,Dhule,5806,2873,2933,318,86,741,68,90,63,75,1452,A+,2024
"Fr. Conceicao Rodrigues College of Engineering, Nagpur",North Maharashtra University,Dhule,6000,3296,2704,319,85,759,69,93,62,80,1488,A+,2025
"D.Y. Patil Institute of Engineering, Thane 14",University of Mumbai,Mumbai Suburban,965,571,394,51,64,185,60,97,58,82,1322,A++,2022
"D.Y. Patil Institute of Engineering, Thane 14",University of Mumbai,Mumbai Suburban,1049,701,348,53,63,198,60,94,60,81,1388,A++,2023
"D.Y. Patil Institute of Engineering, Thane 14",University of Mumbai,Mumbai Suburban,1128,718,410,50,65,197,60,96,60,81,1468,A++,2024
"D.Y. Patil Institute of Engineering, Thane 14",University of Mumbai,Mumbai Suburban,1196,635,561,49,60,190,63,97,59,81,1500,A++,2025
"Sardar Patel College of Engineering, Aurangabad 51",Shivaji University,Sindhudurg,4258,2279,1979,187,96,606,87,91,95,97,220,A++,2022
"Sardar Patel College of Engineering, Aurangabad 51",Shivaji University,Sindhudurg,4608,2293,2315,214,91,583,85,88,97,97,236,A++,2023
"Sardar Patel College of Engineering, Aurangabad 51",Shivaji University,Sindhudurg,4758,2757,2001,206,98,603,87,91,98,100,263,A++,2024
"Sardar Patel College of Engineering, Aurangabad 51",Shivaji University,Sindhudurg,4935,3197,1738,186,97,651,87,89,97,97,257,A++,2025
"Vivekanand Education Society's Institute of Technology, Jalgaon",North Maharashtra University,Nandurbar,4097,2537,1560,307,82,967,81,84,94,37,825,B,2022
"Vivekanand Education Society's Institute of Technology, Jalgaon",North Maharashtra University,Nandurbar,4481,2581,1900,310,81,894,81,88,92,38,870,B,2023
"Vivekanand Education Society's Institute of Technology, Jalgaon",North Maharashtra University,Nandurbar,4537,2859,1678,294,81,866,83,84,93,41,924,B,2024
"Vivekanand Education Society's Institute of Technology, Jalgaon",North Maharashtra University,Nandurbar,4858,2824,2034,310,82,902,82,84,94,40,1016,B,2025
"Maharashtra Institute of Technology, Lonavala 83",Savitribai Phule Pune University,Pune,4609,2565,2044,181,66,280,92,82,93,25,411,A,2022
"Maharashtra Institute of Technology, Lonavala 83",Savitribai Phule Pune University,Pune,4918,2854,2064,177,65,285,88,82,91,28,434,A,2023
"Maharashtra Institute of Technology, Lonavala 83",Savitribai Phule Pune University,Pune,4860,2555,2305,191,66,335,89,82,91,25,472,A,2024
"Maharashtra Institute of Technology, Lonavala 83",Savitribai Phule Pune University,Pune,5022,3230,1792,200,71,292,89,83,90,23,482,A,2025
"Vivekanand Education Society's Institute of Technology, Mumbai 85",SNDT Women's University,Aurangabad,3319,1529,1790,129,89,651,94,70,89,54,434,B,2022
"Vivekanand Education Society's Institute of Technology, Mumbai 85",SNDT Women's University,Aurangabad,3553,2112,1441,129,85,634,89,70,90,56,481,B,2023
"Vivekanand Education Society's Institute of Technology, Mumbai 85",SNDT Women's University,Aurangabad,3584,1562,2022,130,83,577,93,70,92,53,499,B,2024
"Vivekanand Education Society's Institute of Technology, Mumbai 85",SNDT Women's University,Aurangabad,3790,1927,1863,144,88,641,90,72,91,55,568,B,2025
"St. John College of Engineering, Nagpur 83",Shivaji University,Satara,4409,2685,1724,179,71,986,60,67,71,5,737,B++,2022
"St. John College of Engineering, Nagpur 83",Shivaji University,Satara,4524,2353,2171,180,77,1130,62,65,72,6,763,B++,2023
"St. John College of Engineering, Nagpur 83",Shivaji University,Satara,4937,2443,2494,169,71,1102,60,69,72,10,807,B++,2024
"St. John College of Engineering, Nagpur 83",Shivaji University,Satara,5336,3211,2125,165,73,1079,63,68,73,9,862,B++,2025
"Ramrao Adik Institute of Technology, Mumbai",SNDT Women's University,Aurangabad,4330,2017,2313,338,84,400,61,69,97,19,975,B,2022
"Ramrao Adik Institute of Technology, Mumbai",SNDT Women's University,Aurangabad,4846,2439,2407,342,85,452,67,69,96,16,1037,B,2023
"Ramrao Adik Institute of Technology, Mumbai",SNDT Women's University,Aurangabad,4739,2130,2609,338,88,453,65,65,99,20,1185,B,2024
"Ramrao Adik Institute of Technology, Mumbai",SNDT Women's University,Aurangabad,5328,2521,2807,326,83,411,66,65,98,19,1157,B,2025
"Smt. Kashibai Navale College of Engineering, Pune",North Maharashtra University,Dhule,830,430,400,56,86,64,70,69,69,12,915,B+,2022
"Smt. Kashibai Navale College of Engineering, Pune",North Maharashtra University,Dhule,830,381,449,53,83,57,73,67,71,15,994,B+,2023
"Smt. Kashibai Navale College of Engineering, Pune",North Maharashtra University,Dhule,935,531,404,55,86,67,74,66,69,10,1044,B+,2024
"Smt. Kashibai Navale College of Engineering, Pune",North Maharashtra University,Dhule,917,542,375,55,91,61,71,67,71,15,1204,B+,2025
"K.K. Wagh Institute of Engineering Education, Kolhapur 9",Dr. Babasaheb Ambedkar Technological University,Osmanabad,4284,1914,2370,217,83,424,72,93,72,95,1317,A++,2022
"K.K. Wagh Institute of Engineering Education, Kolhapur 9",Dr. Babasaheb Ambedkar Technological University,Osmanabad,4656,3039,1617,226,83,363,69,92,70,97,1438,A++,2023
"K.K. Wagh Institute of Engineering Education, Kolhapur 9",Dr. Babasaheb Ambedkar Technological University,Osmanabad,4582,2758,1824,208,84,394,76,91,72,91,1500,A++,2024
"K.K. Wagh Institute of Engineering Education, Kolhapur 9",Dr. Babasaheb Ambedkar Technological University,Osmanabad,4884,3312,1572,205,88,377,77,91,73,97,1500,A++,2025
"St. John College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4530,2998,1532,343,98,468,61,78,73,9,312,B+,2022
"St. John College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4785,2214,2571,350,96,445,65,74,70,7,335,B+,2023
"St. John College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,4854,2046,2808,345,95,468,63,76,73,9,377,B+,2024
"St. John College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,5568,2545,3023,350,100,450,67,77,73,10,381,B+,2025
"Sardar Patel College of Engineering, Aurangabad 22",SNDT Women's University,Yavatmal,1717,824,893,94,78,107,67,88,100,22,124,B+,2022
"Sardar Patel College of Engineering, Aurangabad 22",SNDT Women's University,Yavatmal,1863,817,1046,98,83,103,69,89,98,18,124,B+,2023
"Sardar Patel College of Engineering, Aurangabad 22",SNDT Women's University,Yavatmal,1820,1186,634,96,80,100,66,90,100,23,142,B+,2024
"Sardar Patel College of Engineering, Aurangabad 22",SNDT Women's University,Yavatmal,1947,1255,692,93,81,104,66,88,99,17,141,B+,2025
"Thadomal Shahani Engineering College, Nagpur",University of Mumbai,Thane,5397,3446,1951,290,61,743,88,74,63,20,1246,A++,2022
"Thadomal Shahani Engineering College, Nagpur",University of Mumbai,Thane,5703,3437,2266,263,66,703,93,74,62,18,1337,A++,2023
"Thadomal Shahani Engineering College, Nagpur",University of Mumbai,Thane,6000,3566,2434,286,69,694,88,71,62,16,1500,A++,2024
"Thadomal Shahani Engineering College, Nagpur",University of Mumbai,Thane,6000,2562,3438,290,62,760,94,75,64,19,1500,A++,2025
"Sardar Patel College of Engineering, Navi Mumbai",Shivaji University,Kolhapur,4896,3096,1800,248,87,416,94,69,92,100,652,A+,2022
"Sardar Patel College of Engineering, Navi Mumbai",Shivaji University,Kolhapur,5377,2290,3087,249,82,481,93,72,92,100,714,A+,2023
"Sardar Patel College of Engineering, Navi Mumbai",Shivaji University,Kolhapur,5702,3428,2274,233,86,455,91,72,91,100,774,A+,2024
"Sardar Patel College of Engineering, Navi Mumbai",Shivaji University,Kolhapur,5962,2541,3421,256,88,423,95,68,89,100,756,A+,2025
"Walchand College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Nanded,3120,1610,1510,141,78,460,92,76,66,3,467,B+,2022
"Walchand College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Nanded,3287,1474,1813,130,84,492,91,76,66,4,505,B+,2023
"Walchand College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Nanded,3630,2069,1561,139,77,451,92,76,66,5,489,B+,2024
"Walchand College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Nanded,3581,1828,1753,131,86,456,93,77,68,4,547,B+,2025
"Pillai College of Engineering, Latur",Shivaji University,Solapur,5176,2543,2633,228,96,678,65,68,83,20,373,A,2022
"Pillai College of Engineering, Latur",Shivaji University,Solapur,5462,2440,3022,219,95,688,66,66,86,25,425,A,2023
"Pillai College of Engineering, Latur",Shivaji University,Solapur,5695,2445,3250,239,91,656,67,66,86,23,440,A,2024
"Pillai College of Engineering, Latur",Shivaji University,Solapur,5986,3608,2378,222,93,695,65,68,86,22,493,A,2025
"Government College of Engineering, Kalyan",Savitribai Phule Pune University,Pune,3817,2022,1795,179,68,534,80,80,100,15,714,A+,2022
"Government College of Engineering, Kalyan",Savitribai Phule Pune University,Pune,4027,2386,1641,181,63,499,77,79,98,13,782,A+,2023
"Government College of Engineering, Kalyan",Savitribai Phule Pune University,Pune,4243,2195,2048,184,71,458,80,80,100,14,814,A+,2024
"Government College of Engineering, Kalyan",Savitribai Phule Pune University,Pune,4459,2159,2300,205,67,509,83,81,99,13,807,A+,2025
"Walchand College of Engineering, Nashik",Dr. Babasaheb Ambedkar Technological University,Amravati,2104,961,1143,174,85,294,84,72,64,79,966,B++,2022
"Walchand College of Engineering, Nashik",Dr. Babasaheb Ambedkar Technological University,Amravati,2336,1240,1096,174,82,274,90,73,62,76,1034,B++,2023
"Walchand College of Engineering, Nashik",Dr. Babasaheb Ambedkar Technological University,Amravati,2309,1064,1245,184,82,303,88,75,63,77,1048,B++,2024
"Walchand College of Engineering, Nashik",Dr. Babasaheb Ambedkar Technological University,Amravati,2513,1585,928,180,83,294,92,76,64,77,1123,B++,2025
"Fr. Conceicao Rodrigues College of Engineering, Akola",Savitribai Phule Pune University,Ahmednagar,2064,869,1195,124,46,392,60,84,60,12,991,A,2022
"Fr. Conceicao Rodrigues College of Engineering, Akola",Savitribai Phule Pune University,Ahmednagar,2165,1268,897,129,47,365,65,81,60,17,1025,A,2023
"Fr. Conceicao Rodrigues College of Engineering, Akola",Savitribai Phule Pune University,Ahmednagar,2187,1343,844,129,46,388,65,82,58,13,1047,A,2024
"Fr. Conceicao Rodrigues College of Engineering, Akola",Savitribai Phule Pune University,Ahmednagar,2377,1401,976,132,49,324,66,80,57,14,1218,A,2025
"Vishwakarma Institute of Technology, Jalgaon 78",University of Mumbai,Thane,4912,2124,2788,195,81,1098,73,70,78,64,1037,B,2022
"Vishwakarma Institute of Technology, Jalgaon 78",University of Mumbai,Thane,5599,2859,2740,212,85,1200,71,72,78,63,1093,B,2023
"Vishwakarma Institute of Technology, Jalgaon 78",University of Mumbai,Thane,5673,3082,2591,202,85,1148,75,71,78,66,1117,B,2024
"Vishwakarma Institute of Technology, Jalgaon 78",University of Mumbai,Thane,5977,3634,2343,202,83,1111,79,70,75,63,1228,B,2025
"Fr. Conceicao Rodrigues College of Engineering, Amravati",Dr. Babasaheb Ambedkar Technological University,Amravati,2892,1336,1556,175,59,698,99,75,87,0,892,A+,2022
"Fr. Conceicao Rodrigues College of Engineering, Amravati",Dr. Babasaheb Ambedkar Technological University,Amravati,3125,2090,1035,158,57,651,100,74,86,1,950,A+,2023
"Fr. Conceicao Rodrigues College of Engineering, Amravati",Dr. Babasaheb Ambedkar Technological University,Amravati,3228,1659,1569,161,60,630,100,72,87,0,1023,A+,2024
"Fr. Conceicao Rodrigues College of Engineering, Amravati",Dr. Babasaheb Ambedkar Technological University,Amravati,3442,1519,1923,178,58,672,96,72,85,0,1078,A+,2025
"Maharashtra Institute of Technology, Mumbai 94",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,738,390,348,37,66,93,65,95,81,32,242,B+,2022
"Maharashtra Institute of Technology, Mumbai 94",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,749,380,369,40,75,109,64,92,82,29,263,B+,2023
"Maharashtra Institute of Technology, Mumbai 94",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,810,415,395,43,70,93,68,94,83,31,267,B+,2024
"Maharashtra Institute of Technology, Mumbai 94",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,802,387,415,43,77,109,70,94,82,32,309,B+,2025
"Ramrao Adik Institute of Technology, Satara 17",Savitribai Phule Pune University,Ahmednagar,2322,989,1333,103,53,133,82,76,97,57,1128,A,2022
"Ramrao Adik Institute of Technology, Satara 17",Savitribai Phule Pune University,Ahmednagar,2388,1195,1193,109,51,138,80,74,97,60,1194,A,2023
"Ramrao Adik Institute of Technology, Satara 17",Savitribai Phule Pune University,Ahmednagar,2360,1488,872,112,50,116,80,73,94,57,1341,A,2024
"Ramrao Adik Institute of Technology, Satara 17",Savitribai Phule Pune University,Ahmednagar,2587,1098,1489,101,49,130,80,75,95,61,1331,A,2025
"Fr. Conceicao Rodrigues College of Engineering, Thane 91",North Maharashtra University,Jalgaon,3357,1759,1598,163,86,599,66,88,94,41,1119,A+,2022
"Fr. Conceicao Rodrigues College of Engineering, Thane 91",North Maharashtra University,Jalgaon,3549,2329,1220,156,90,591,61,87,93,44,1108,A+,2023
"Fr. Conceicao Rodrigues College of Engineering, Thane 91",North Maharashtra University,Jalgaon,3414,2162,1252,162,89,562,66,87,93,45,1293,A+,2024
"Fr. Conceicao Rodrigues College of Engineering, Thane 91",North Maharashtra University,Jalgaon,3956,2208,1748,148,97,573,64,89,95,39,1278,A+,2025
"Maharashtra Institute of Technology, Latur",Shivaji University,Solapur,5243,3020,2223,252,91,481,63,84,98,9,1033,B,2022
"Maharashtra Institute of Technology, Latur",Shivaji University,Solapur,5320,2821,2499,255,98,460,66,84,96,5,1179,B,2023
"Maharashtra Institute of Technology, Latur",Shivaji University,Solapur,5742,3052,2690,247,97,496,68,86,99,10,1131,B,2024
"Maharashtra Institute of Technology, Latur",Shivaji University,Solapur,5785,3509,2276,247,95,426,66,88,97,9,1314,B,2025
"Sandip Foundation College of Engineering, Ratnagiri 15",North Maharashtra University,Jalgaon,3878,2497,1381,193,67,494,96,71,86,88,460,A,2022
"Sandip Foundation College of Engineering, Ratnagiri 15",North Maharashtra University,Jalgaon,4219,1908,2311,189,71,494,95,70,86,92,484,A,2023
"Sandip Foundation College of Engineering, Ratnagiri 15",North Maharashtra University,Jalgaon,4516,2372,2144,195,73,502,93,71,87,90,532,A,2024
"Sandip Foundation College of Engineering, Ratnagiri 15",North Maharashtra University,Jalgaon,4854,2869,1985,197,70,475,95,70,86,87,540,A,2025
"K.J. Somaiya College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4120,2672,1448,193,91,650,73,78,70,43,588,B,2022
"K.J. Somaiya College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4257,2357,1900,190,90,665,75,78,72,47,625,B,2023
"K.J. Somaiya College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4745,3213,1532,179,93,662,76,81,69,45,656,B,2024
"K.J. Somaiya College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4780,3012,1768,186,93,608,74,81,72,45,708,B,2025
"Fr. Conceicao Rodrigues College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Osmanabad,4442,2991,1451,223,81,944,89,87,94,90,214,B++,2022
"Fr. Conceicao Rodrigues College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Osmanabad,4622,3051,1571,226,80,911,88,86,95,87,228,B++,2023
"Fr. Conceicao Rodrigues College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Osmanabad,5002,2844,2158,227,79,1002,92,88,95,87,251,B++,2024
"Fr. Conceicao Rodrigues College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Osmanabad,5220,2791,2429,217,82,990,87,86,94,91,242,B++,2025
"St. John College of Engineering, Kolhapur",North Maharashtra University,Nandurbar,1307,611,696,91,50,236,91,76,65,65,1279,A++,2022
"St. John College of Engineering, Kolhapur",North Maharashtra University,Nandurbar,1421,828,593,97,51,239,88,72,62,68,1400,A++,2023
"St. John College of Engineering, Kolhapur",North Maharashtra University,Nandurbar,1396,591,805,97,56,250,89,75,64,64,1448,A++,2024
"St. John College of Engineering, Kolhapur",North Maharashtra University,Nandurbar,1584,830,754,97,56,218,91,73,63,69,1462,A++,2025
"Government College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1467,929,538,81,67,193,60,81,64,10,129,B+,2022
"Government College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1603,1011,592,83,74,203,61,82,63,10,145,B+,2023
"Government College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1603,772,831,85,73,217,64,83,64,11,153,B+,2024
"Government College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1759,1087,672,77,75,213,65,84,63,5,163,B+,2025
"Walchand College of Engineering, Wardha 83",Shivaji University,Sangli,4838,2652,2186,285,86,914,90,97,86,55,965,B++,2022
"Walchand College of Engineering, Wardha 83",Shivaji University,Sangli,4967,2932,2035,317,91,993,91,98,85,58,1036,B++,2023
"Walchand College of Engineering, Wardha 83",Shivaji University,Sangli,5198,2451,2747,289,87,993,91,100,87,58,1035,B++,2024
"Walchand College of Engineering, Wardha 83",Shivaji University,Sangli,5545,3041,2504,295,91,1025,94,98,85,54,1072,B++,2025
"Shri Guru Gobind Singhji Institute of Engineering, Kolhapur 30",SNDT Women's University,Latur,827,446,381,59,66,101,71,77,96,66,609,A,2022
"Shri Guru Gobind Singhji Institute of Engineering, Kolhapur 30",SNDT Women's University,Latur,894,470,424,63,68,106,73,75,96,66,691,A,2023
